"","id","status","p_value","morans_test_statistic","morans_I","gene_ids","feature_types","n_cells","mt","ribo","hb","n_cells_by_counts","mean_counts","pct_dropout_by_counts","total_counts","highly_variable","means","dispersions","dispersions_norm","gene_short_name","q_value","module","supermodule","dim_1","dim_2"
"1345","NUCB2","OK",0,157.842930100507,0.195853574303459,"NUCB2","Gene Expression",175050,FALSE,FALSE,FALSE,175050,2.2095148563385,35.5132233810154,599775,TRUE,0.929964622265101,1.23003122277604,0.6921666264534,"NUCB2",0,"10","1",-2.47612439546405,-0.483489014021406
"1346","NUSAP1","OK",0,390.400050835052,0.484439584880759,"NUSAP1","Gene Expression",80731,FALSE,FALSE,FALSE,80731,0.971283972263336,70.2594575079849,263656,TRUE,0.332279652361567,1.09104206136518,1.34261441230774,"NUSAP1",0,"14","1",1.3589443072337,-5.14447317253734
"1347","OAS1","OK",2.33914935962831e-25,10.3393231820792,0.0128024428839549,"OAS1","Gene Expression",7423,FALSE,FALSE,FALSE,7423,0.0401729978621006,97.2654364876166,10905,TRUE,0.0201595958637551,0.921344827626129,0.634180784225464,"OAS1",2.6507815472895e-25,"4","1",-3.63609777841388,-2.07932481896068
"1348","ODF3B","OK",0,41.6889281686853,0.0515888315633851,"ODF3B","Gene Expression",11428,FALSE,FALSE,FALSE,11428,0.0634626522660255,95.7900320868223,17227,TRUE,0.110863389589168,1.43812982227813,1.39977741241455,"ODF3B",0,"10","1",-2.69625626954853,0.214129947312822
"1349","OGN","OK",0,145.996223885085,0.181110661336082,"OGN","Gene Expression",11501,FALSE,FALSE,FALSE,11501,0.0606849864125252,95.7631395721511,16473,TRUE,0.0522525804345705,1.66651257164378,1.73811745643616,"OGN",0,"4","1",-2.83889686021625,-2.38825569283153
"1350","OLFM1","OK",6.7245697826721e-46,14.1730692828061,0.0175564185878622,"OLFM1","Gene Expression",5722,FALSE,FALSE,FALSE,5722,0.0318178981542587,97.8920689185157,8637,TRUE,0.0207374802544426,1.51992100640357,1.52094781398773,"OLFM1",7.89966371312777e-46,"1","1",0.323543439771541,3.56175389159535
"1351","OSBPL1A","OK",0,53.1364220846777,0.0659189945411352,"OSBPL1A","Gene Expression",130756,FALSE,FALSE,FALSE,130756,0.914374947547913,51.8307171460042,248208,TRUE,0.464348020600148,0.849134594294896,0.688327848911285,"OSBPL1A",0,"3","1",0.76933373060406,-2.57211480271007
"1352","OSCAR","OK",3.59696737987697e-18,8.61177274156165,0.010661645888532,"OSCAR","Gene Expression",10373,FALSE,FALSE,FALSE,10373,0.0435400865972042,96.1786841824123,11819,TRUE,0.0446650240874589,0.844755710926891,0.520717024803162,"OSCAR",4.00217833404357e-18,"11","1",-0.632244695757024,1.48980893958425
"1353","OSM","OK",9.47766613110945e-173,27.9945017589598,0.0347022947068776,"OSM","Gene Expression",8075,FALSE,FALSE,FALSE,8075,0.0377895087003708,97.0252458086358,10258,TRUE,0.0208911908911525,0.839073524668121,0.512299120426178,"OSM",1.28089858736914e-172,"4","1",-4.39104401025592,-1.77623281609202
"1354","OTOS","OK",0.00867588292551936,2.37916799834112,0.00292497337071768,"OTOS","Gene Expression",2614,FALSE,FALSE,FALSE,2614,0.0319431498646736,99.0370269404055,8671,TRUE,0.0273029057629713,2.84288799490151,3.48087120056152,"OTOS",0.00903575213232501,"4","1",-2.06154166612446,-2.38672623764659
