"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"28","MPP.1","BP","GO:1903555","regulation of tumor necrosis factor superfamily cytokine production","8/219","53/8716",4.67829889695882e-05,0.0071636451859682,0.00624183563357401,"715615/722000/697017/574296/715283/719350/704130/697482",8
"29","MPP.1","BP","GO:0002831","regulation of response to biotic stimulus","15/219","182/8716",5.11304665785796e-05,0.00736880253632471,0.00642059357407799,"695091/707749/574378/574360/713737/574296/699578/702743/613025/715283/693567/719350/704130/697482/697969",15
"30","MPP.1","BP","GO:0002221","pattern recognition receptor signaling pathway","10/219","88/8716",6.65104343851582e-05,0.00905280912464653,0.00788790414813455,"707749/574378/574360/574296/699578/613025/715283/693567/704130/697482",10
"31","MPP.1","BP","GO:0010563","negative regulation of phosphorus metabolic process","14/219","169/8716",8.63422420923944e-05,0.00969012403214132,0.00844321011264558,"702981/715615/711717/716452/100424484/697017/711877/719199/718350/708907/702103/704130/716694/711180",14
"32","MPP.1","BP","GO:0045936","negative regulation of phosphate metabolic process","14/219","169/8716",8.63422420923944e-05,0.00969012403214132,0.00844321011264558,"702981/715615/711717/716452/100424484/697017/711877/719199/718350/708907/702103/704130/716694/711180",14
"33","MPP.1","BP","GO:0019220","regulation of phosphate metabolic process","27/219","488/8716",8.70133586559629e-05,0.00969012403214132,0.00844321011264558,"702981/574293/710820/715615/711717/716452/695091/707749/100424484/697017/711877/706919/702396/719199/574296/693359/718350/710591/708907/717994/710262/702103/701025/719320/704130/716694/711180",27
"34","MPP.1","BP","GO:0051174","regulation of phosphorus metabolic process","27/219","488/8716",8.70133586559629e-05,0.00969012403214132,0.00844321011264558,"702981/574293/710820/715615/711717/716452/695091/707749/100424484/697017/711877/706919/702396/719199/574296/693359/718350/710591/708907/717994/710262/702103/701025/719320/704130/716694/711180",27
"35","MPP.1","BP","GO:0034097","response to cytokine","20/219","309/8716",9.53667164188547e-05,0.00993795097448904,0.00865914697154191,"702981/710820/722000/695172/707749/697017/780935/707329/574243/699578/710591/698160/717994/693917/696747/702103/701025/713425/695683/711180",20
"36","MPP.1","BP","GO:0002758","innate immune response-activating signaling pathway","10/219","92/8716",9.73513564847906e-05,0.00993795097448904,0.00865914697154191,"707749/574378/574360/574296/699578/613025/715283/693567/704130/697482",10
"37","MPP.1","BP","GO:0031349","positive regulation of defense response","14/219","174/8716",0.000118160109726567,0.0115796907532036,0.0100896295800201,"711776/707749/574378/574360/713737/574296/699578/698160/613025/717994/715283/693567/704130/697482",14
"38","MPP.1","BP","GO:0031347","regulation of defense response","18/219","271/8716",0.000155754729555596,0.0146768879773543,0.012788283058249,"722000/711776/707749/574378/574360/713737/574296/699578/702743/698160/613025/717994/715283/693567/719350/704130/697482/697969",18
"39","MPP.1","BP","GO:0002833","positive regulation of response to biotic stimulus","12/219","138/8716",0.00017579604110282,0.0159518629889596,0.0138991957643867,"695091/707749/574378/574360/713737/574296/699578/613025/715283/693567/704130/697482",12
"40","MPP.1","BP","GO:0042325","regulation of phosphorylation","24/219","434/8716",0.000221868052463516,0.0182676841743475,0.015917019766091,"702981/574293/710820/715615/716452/695091/707749/100424484/697017/711877/706919/702396/719199/574296/710591/708907/717994/710262/702103/701025/719320/704130/716694/711180",24
"41","MPP.1","BP","GO:0071396","cellular response to lipid","14/219","185/8716",0.000225728938005307,0.0182676841743475,0.015917019766091,"574293/722000/695091/700585/701652/574296/574243/710591/713082/721831/613025/715283/704130/697482",14
"42","MPP.1","BP","GO:0050778","positive regulation of immune response","17/219","255/8716",0.00022760101038591,0.0182676841743475,0.015917019766091,"712428/710820/695172/707749/574378/574360/713737/574296/699578/106997899/613025/693917/715283/693567/701025/704130/697482",17
"43","MPP.1","BP","GO:0002237","response to molecule of bacterial origin","10/219","102/8716",0.000231142126287662,0.0182676841743475,0.015917019766091,"712428/722000/695091/574296/574243/721831/715283/701025/704130/697482",10
"44","MPP.1","BP","GO:0051241","negative regulation of multicellular organismal process","22/219","384/8716",0.000250457790553848,0.019175674589279,0.0167081710277369,"712428/710820/712299/722000/697017/697826/714344/698200/699294/713737/713885/710591/706549/715283/697481/696747/719350/702103/701025/704130/713425/711180",22
"45","MPP.1","BP","GO:0007009","plasma membrane organization","8/219","68/8716",0.000282439345057871,0.0194787846631039,0.0169722772488828,"574293/710998/702310/717477/721831/719350/697752/702329",8
"46","MPP.1","BP","GO:0002218","activation of innate immune response","10/219","105/8716",0.000293202593592987,0.0194787846631039,0.0169722772488828,"707749/574378/574360/574296/699578/613025/715283/693567/704130/697482",10
"47","MPP.1","BP","GO:0010562","positive regulation of phosphorus metabolic process","18/219","286/8716",0.000303384190498551,0.0194787846631039,0.0169722772488828,"574293/710820/695091/707749/697017/706919/702396/719199/574296/693359/718350/710591/717994/710262/702103/701025/719320/711180",18
"48","MPP.1","BP","GO:0045937","positive regulation of phosphate metabolic process","18/219","286/8716",0.000303384190498551,0.0194787846631039,0.0169722772488828,"574293/710820/695091/707749/697017/706919/702396/719199/574296/693359/718350/710591/717994/710262/702103/701025/719320/711180",18
"49","MPP.1","BP","GO:0031664","regulation of lipopolysaccharide-mediated signaling pathway","4/219","14/8716",0.00031840169790983,0.0194787846631039,0.0169722772488828,"695091/715283/704130/697482",4
"50","MPP.1","BP","GO:0062207","regulation of pattern recognition receptor signaling pathway","7/219","53/8716",0.000331347557303543,0.0194787846631039,0.0169722772488828,"574296/699578/613025/715283/693567/704130/697482",7
"51","MPP.1","BP","GO:0033993","response to lipid","16/219","239/8716",0.000332281673684222,0.0194787846631039,0.0169722772488828,"574293/722000/695091/700585/701652/702396/574296/574243/710591/713082/721831/613025/715283/701025/704130/697482",16
"52","MPP.1","BP","GO:0048146","positive regulation of fibroblast proliferation","5/219","25/8716",0.000337077598725727,0.0194787846631039,0.0169722772488828,"710820/716452/719199/696712/613025",5
"53","MPP.1","BP","GO:0042326","negative regulation of phosphorylation","12/219","148/8716",0.000337907754286762,0.0194787846631039,0.0169722772488828,"702981/715615/716452/100424484/697017/711877/719199/708907/702103/704130/716694/711180",12
"54","MPP.1","BP","GO:0045089","positive regulation of innate immune response","11/219","127/8716",0.000338478008477248,0.0194787846631039,0.0169722772488828,"707749/574378/574360/713737/574296/699578/613025/715283/693567/704130/697482",11
"55","MPP.1","BP","GO:0070372","regulation of ERK1 and ERK2 cascade","10/219","107/8716",0.000341872547148353,0.0194787846631039,0.0169722772488828,"710820/716452/712799/697017/574296/710832/708907/697481/702103/693944",10
"56","MPP.1","BP","GO:0002684","positive regulation of immune system process","21/219","367/8716",0.000353397299972411,0.0196778042030092,0.0171456871852643,"702077/712428/710820/695172/712972/707749/574378/574360/719199/713737/574296/699578/106997899/613025/693917/715283/693567/701025/704130/697482/711180",21
"57","MPP.1","BP","GO:0051338","regulation of transferase activity","19/219","316/8716",0.00036796547514615,0.0200336758690682,0.0174557656981612,"702981/710820/715615/722000/707749/100424484/697017/711877/702396/699294/719199/706549/710262/702103/701025/719320/704130/716694/711180",19
"58","MPP.1","BP","GO:0030890","positive regulation of B cell proliferation","4/219","15/8716",0.000425677415835773,0.0219753857461773,0.0191476186007509,"710820/707749/719199/693917",4
"59","MPP.1","BP","GO:0034121","regulation of toll-like receptor signaling pathway","4/219","15/8716",0.000425677415835773,0.0219753857461773,0.0191476186007509,"574296/699578/613025/715283",4
"60","MPP.1","BP","GO:0031400","negative regulation of protein modification process","14/219","197/8716",0.000430538169721025,0.0219753857461773,0.0191476186007509,"702981/715615/711717/716452/707158/100424484/697017/711877/719199/718350/708907/702103/704130/711180",14
"61","MPP.1","BP","GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction","8/219","73/8716",0.000461283547606285,0.022602893832708,0.0196943796746431,"712799/707749/697017/693359/710591/717994/702103/693944",8
"62","MPP.1","BP","GO:0071222","cellular response to lipopolysaccharide","8/219","73/8716",0.000461283547606285,0.022602893832708,0.0196943796746431,"722000/695091/574296/574243/721831/715283/704130/697482",8
"63","MPP.1","BP","GO:0001836","release of cytochrome c from mitochondria","5/219","27/8716",0.000491648379595011,0.0236184025491721,0.0205792139075064,"712571/716339/721831/696747/711479",5
"64","MPP.1","BP","GO:0051348","negative regulation of transferase activity","10/219","113/8716",0.000530020930743906,0.024500967553256,0.0213482114706781,"702981/715615/722000/100424484/711877/699294/719199/702103/704130/716694",10
"65","MPP.1","BP","GO:0070371","ERK1 and ERK2 cascade","10/219","113/8716",0.000530020930743906,0.024500967553256,0.0213482114706781,"710820/716452/712799/697017/574296/710832/708907/697481/702103/693944",10
"66","MPP.1","BP","GO:0001932","regulation of protein phosphorylation","21/219","381/8716",0.000580306292592245,0.0263287114231667,0.02294076337967,"702981/710820/715615/716452/695091/707749/100424484/697017/711877/706919/702396/719199/574296/710591/708907/717994/710262/702103/701025/704130/711180",21
"67","MPP.1","BP","GO:0001933","negative regulation of protein phosphorylation","11/219","136/8716",0.000608315376313515,0.0270976849448748,0.0236107862806471,"702981/715615/716452/100424484/697017/711877/719199/708907/702103/704130/711180",11
"68","MPP.1","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","7/219","59/8716",0.000645616410881753,0.0274021364758956,0.023876061341833,"710820/695091/707749/697017/702396/574296/717994",7
"69","MPP.1","BP","GO:1904035","regulation of epithelial cell apoptotic process","6/219","43/8716",0.000658378914720617,0.0274021364758956,0.023876061341833,"722000/707749/697017/696712/613025/704130",6
"70","MPP.1","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","9/219","96/8716",0.000659888184521567,0.0274021364758956,0.023876061341833,"712428/710820/707749/699294/699578/106997899/693917/701025/704130",9
"71","MPP.1","BP","GO:0032496","response to lipopolysaccharide","9/219","96/8716",0.000659888184521567,0.0274021364758956,0.023876061341833,"722000/695091/574296/574243/721831/715283/701025/704130/697482",9
"72","MPP.1","BP","GO:0071345","cellular response to cytokine stimulus","17/219","281/8716",0.000700313400863061,0.0285961305352416,0.0249164136307068,"702981/710820/722000/695172/707749/697017/707329/574243/699578/710591/698160/717994/693917/696747/702103/695683/711180",17
"73","MPP.1","BP","GO:0071219","cellular response to molecule of bacterial origin","8/219","78/8716",0.000722741173941098,0.0290281291173064,0.0252928231363684,"722000/695091/574296/574243/721831/715283/704130/697482",8
"74","MPP.1","BP","GO:0044092","negative regulation of molecular function","19/219","338/8716",0.00084004636789783,0.0331953806669304,0.0289238375907776,"712428/702981/703475/715615/716452/722000/100424484/711877/716339/699294/719199/718350/613025/715283/696747/702103/704130/716694/695683",19
"75","MPP.1","BP","GO:0050776","regulation of immune response","18/219","316/8716",0.000988126869989896,0.0384271560551626,0.0334823941911363,"712428/710820/695172/707749/574378/699294/574360/713737/574296/699578/106997899/613025/693917/715283/693567/701025/704130/697482",18
"76","MPP.1","BP","GO:0001818","negative regulation of cytokine production","9/219","102/8716",0.00102388789570114,0.0386349464167908,0.0336634463300759,"712299/722000/697017/713737/715283/719350/701025/704130/713425",9
"77","MPP.1","BP","GO:0042327","positive regulation of phosphorylation","16/219","265/8716",0.00102500878248629,0.0386349464167908,0.0336634463300759,"574293/710820/695091/707749/697017/706919/702396/719199/574296/710591/717994/710262/702103/701025/719320/711180",16
"78","MPP.1","BP","GO:0048871","multicellular organismal-level homeostasis","16/219","266/8716",0.00106668054469535,0.0394995364160483,0.0344167818911905,"712428/710820/722000/695091/711296/697017/697826/698200/574296/106994013/716033/693917/716813/714222/701025/704130",16
"79","MPP.1","BP","GO:0050920","regulation of chemotaxis","8/219","83/8716",0.00109226989561977,0.0394995364160483,0.0344167818911905,"702981/710820/715615/711776/713885/697481/702990/693944",8
"80","MPP.1","BP","GO:0051051","negative regulation of transport","10/219","124/8716",0.00109631366379236,0.0394995364160483,0.0344167818911905,"703475/710820/697017/697826/714344/707870/574296/717994/699316/719350",10
"81","MPP.1","BP","GO:0045807","positive regulation of endocytosis","6/219","48/8716",0.00119397581590798,0.0423947934633994,0.0369394806203111,"712428/697017/574296/693359/701025/697482",6
"82","MPP.1","BP","GO:0043086","negative regulation of catalytic activity","14/219","219/8716",0.00122331027763802,0.0423958543185035,0.036940404965811,"702981/715615/722000/100424484/711877/716339/699294/719199/718350/696747/702103/704130/716694/695683",14
"83","MPP.1","BP","GO:0006935","chemotaxis","12/219","171/8716",0.0012286145537199,0.0423958543185035,0.036940404965811,"702981/710820/715615/711776/697017/707329/574243/713885/697481/716813/702990/693944",12
"84","MPP.1","BP","GO:0043549","regulation of kinase activity","16/219","270/8716",0.0012480545787322,0.0424685238596373,0.0370037234746915,"702981/710820/715615/707749/100424484/697017/711877/702396/719199/710262/702103/701025/719320/704130/716694/711180",16
"85","MPP.1","BP","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","8/219","85/8716",0.00127680791860257,0.0427784574350706,0.0372737751571743,"710820/695091/707749/697017/702396/574296/717994/711180",8
"86","MPP.1","BP","GO:0042330","taxis","12/219","172/8716",0.00129208402048785,0.0427784574350706,0.0372737751571743,"702981/710820/715615/711776/697017/707329/574243/713885/697481/716813/702990/693944",12
"87","MPP.1","BP","GO:0051048","negative regulation of secretion","6/219","49/8716",0.00133252371689936,0.043529108085379,0.037927832952588,"710820/697826/714344/707870/717994/719350",6
"88","MPP.1","BP","GO:0048525","negative regulation of viral process","5/219","34/8716",0.00146902492979101,0.0473567247103681,0.0412629163104732,"722000/703281/695796/712265/695683",5
"89","MPP.1","BP","GO:0010628","positive regulation of gene expression","22/219","440/8716",0.00155467709038037,0.0489424154919175,0.0426445622417223,"712428/574293/710820/715615/722000/695091/699119/707749/697017/714344/574365/706873/574378/574296/710832/699578/710591/707336/717994/702103/701025/697482",22
"90","MPP.1","BP","GO:0043066","negative regulation of apoptotic process","17/219","303/8716",0.00160475139476479,0.0489424154919175,0.0426445622417223,"574293/710820/715615/716452/707158/712571/712972/697017/697077/716339/701939/697232/707336/711844/696747/702103/704130",17
"91","MPP.1","BP","GO:0050864","regulation of B cell activation","6/219","51/8716",0.0016461360327128,0.0489424154919175,0.0426445622417223,"710820/707749/699294/719199/693917/704130",6
"92","MPP.1","BP","GO:0032703","negative regulation of interleukin-2 production","3/219","10/8716",0.00164773700970857,0.0489424154919175,0.0426445622417223,"722000/713737/704130",3
"93","MPP.1","BP","GO:0002819","regulation of adaptive immune response","7/219","69/8716",0.00165212235860627,0.0489424154919175,0.0426445622417223,"712428/707749/699294/699578/693917/701025/704130",7
"94","MPP.1","BP","GO:0046888","negative regulation of hormone secretion","4/219","21/8716",0.00165804917788945,0.0489424154919175,0.0426445622417223,"697826/714344/707870/717994",4
"95","MPP.1","BP","GO:0070373","negative regulation of ERK1 and ERK2 cascade","4/219","21/8716",0.00165804917788945,0.0489424154919175,0.0426445622417223,"710832/708907/697481/702103",4
"96","MPP.1","BP","GO:0048145","regulation of fibroblast proliferation","5/219","35/8716",0.00167932468748709,0.0489803033850401,0.0426775747647095,"710820/716452/719199/696712/613025",5
"97","MPP.2","BP","GO:0045321","leukocyte activation","17/90","321/8716",2.24656590874319e-08,2.12521884691688e-05,1.74594196426287e-05,"693676/717204/705298/703000/713737/711776/713934/693917/705101/695776/699869/695220/702011/705056/710241/717704/100425740",17
"98","MPP.2","BP","GO:0007159","leukocyte cell-cell adhesion","12/90","145/8716",2.56359330146789e-08,2.12521884691688e-05,1.74594196426287e-05,"701419/717204/705298/713737/693917/705101/695776/699869/702011/705056/717704/707926",12
"99","MPP.2","BP","GO:1903037","regulation of leukocyte cell-cell adhesion","11/90","130/8716",8.12857625716516e-08,3.43945100031733e-05,2.82562986122191e-05,"717204/705298/713737/693917/705101/695776/699869/702011/705056/717704/707926",11
"100","MPP.2","BP","GO:0046649","lymphocyte activation","15/90","270/8716",8.96880667402878e-08,3.43945100031733e-05,2.82562986122191e-05,"693676/717204/705298/703000/713737/713934/693917/705101/695776/699869/695220/702011/705056/710241/717704",15
"101","MPP.2","BP","GO:0030155","regulation of cell adhesion","15/90","273/8716",1.03722889032489e-07,3.43945100031733e-05,2.82562986122191e-05,"717204/705298/713737/716811/702981/693917/705101/695776/699869/697755/702011/705056/717704/707926/100425740",15
"102","MPP.2","BP","GO:0001775","cell activation","17/90","361/8716",1.25237631080019e-07,3.4607332055112e-05,2.84311394065868e-05,"693676/717204/705298/703000/713737/711776/713934/693917/705101/695776/699869/695220/702011/705056/710241/717704/100425740",17
"103","MPP.2","BP","GO:0007155","cell adhesion","19/90","496/8716",5.18809966521125e-07,0.000110658802969622,9.09100952591524e-05,"701419/704787/717204/705298/713737/716811/702981/693917/705101/695776/699869/697755/702011/705056/717704/707926/714274/719320/100425740",19
"104","MPP.2","BP","GO:0042110","T cell activation","12/90","191/8716",5.33938735679721e-07,0.000110658802969622,9.09100952591524e-05,"717204/705298/713737/713934/693917/705101/695776/699869/695220/702011/705056/717704",12
"105","MPP.2","BP","GO:0050776","regulation of immune response","15/90","316/8716",6.88133040262323e-07,0.000126769397861659,0.00010414551509935,"574152/693676/705298/703000/713737/693917/705101/699869/702011/705056/717704/697383/574360/613025/697069",15
"106","MPP.2","BP","GO:0006935","chemotaxis","11/90","171/8716",1.30691603734495e-06,0.000191294260592026,0.000157154957276415,"716811/711776/702981/574231/713934/708633/695776/697755/707926/705901/100425740",11
"107","MPP.2","BP","GO:0022407","regulation of cell-cell adhesion","11/90","171/8716",1.30691603734495e-06,0.000191294260592026,0.000157154957276415,"717204/705298/713737/693917/705101/695776/699869/702011/705056/717704/707926",11
"108","MPP.2","BP","GO:0042330","taxis","11/90","172/8716",1.38451817075049e-06,0.000191294260592026,0.000157154957276415,"716811/711776/702981/574231/713934/708633/695776/697755/707926/705901/100425740",11
"109","MPP.2","BP","GO:0098609","cell-cell adhesion","14/90","302/8716",2.23758963788827e-06,0.000285378739970674,0.000234448663273476,"701419/704787/717204/705298/713737/693917/705101/695776/699869/702011/705056/717704/707926/714274",14
"110","MPP.2","BP","GO:1903039","positive regulation of leukocyte cell-cell adhesion","8/90","90/8716",3.66356452424137e-06,0.000416747822102688,0.000342372980636708,"717204/705298/693917/695776/699869/705056/717704/707926",8
"111","MPP.2","BP","GO:0030098","lymphocyte differentiation","10/90","154/8716",3.77033614688801e-06,0.000416747822102688,0.000342372980636708,"705298/703000/713737/713934/693917/695776/699869/695220/705056/717704",10
"112","MPP.2","BP","GO:0002684","positive regulation of immune system process","15/90","367/8716",4.45768237193099e-06,0.000419665318046901,0.000344769806077513,"693676/705298/703000/713737/693917/705101/695776/699869/702011/705056/717704/697383/574360/613025/697069",15
"113","MPP.2","BP","GO:0045785","positive regulation of cell adhesion","10/90","157/8716",4.48461664615513e-06,0.000419665318046901,0.000344769806077513,"717204/705298/693917/695776/699869/697755/705056/717704/707926/100425740",10
"114","MPP.2","BP","GO:0040011","locomotion","17/90","467/8716",4.55607703549109e-06,0.000419665318046901,0.000344769806077513,"707338/716811/711776/702981/574231/713934/708633/695776/695220/697755/705056/707926/717026/705901/697069/710643/100425740",17
"115","MPP.2","BP","GO:0050863","regulation of T cell activation","9/90","129/8716",6.61801086504434e-06,0.000577508527065448,0.000474443548995422,"705298/713737/693917/705101/695776/699869/702011/705056/717704",9
"116","MPP.2","BP","GO:1903131","mononuclear cell differentiation","10/90","170/8716",9.11106421146769e-06,0.000755307223130671,0.000620511425770484,"705298/703000/713737/713934/693917/695776/699869/695220/705056/717704",10
"117","MPP.2","BP","GO:0022409","positive regulation of cell-cell adhesion","8/90","103/8716",1.00750152829793e-05,0.000772780036388635,0.000634865955867496,"717204/705298/693917/695776/699869/705056/717704/707926",8
"118","MPP.2","BP","GO:0006954","inflammatory response","13/90","299/8716",1.07372996129774e-05,0.000772780036388635,0.000634865955867496,"717204/707918/703000/711776/574231/695220/705056/707926/708024/574360/613025/574177/100425740",13
"119","MPP.2","BP","GO:0050778","positive regulation of immune response","12/90","255/8716",1.09473101733554e-05,0.000772780036388635,0.000634865955867496,"693676/705298/703000/713737/693917/705101/702011/717704/697383/574360/613025/697069",12
"120","MPP.2","BP","GO:0051249","regulation of lymphocyte activation","10/90","174/8716",1.11862007679899e-05,0.000772780036388635,0.000634865955867496,"705298/703000/713737/693917/705101/695776/699869/702011/705056/717704",10
"121","MPP.2","BP","GO:0002250","adaptive immune response","9/90","140/8716",1.28914188088801e-05,0.000854958895404927,0.00070237877636593,"705298/703000/693917/705101/695776/699869/719501/705056/710241",9
"122","MPP.2","BP","GO:0030217","T cell differentiation","8/90","112/8716",1.86822607862473e-05,0.00119135339936915,0.000978738682485991,"705298/713737/713934/695776/699869/695220/705056/717704",8
"123","MPP.2","BP","GO:0002683","negative regulation of immune system process","10/90","186/8716",2.00412215565376e-05,0.00123067945706442,0.00101104642082494,"705298/703000/713737/702981/705101/699869/695220/702011/705056/697383",10
"124","MPP.2","BP","GO:0002252","immune effector process","10/90","187/8716",2.0995839198397e-05,0.00124325362110508,0.00102137653844833,"705298/703000/713737/711776/695776/699869/695220/705056/710241/100425740",10
"125","MPP.2","BP","GO:0042100","B cell proliferation","5/90","36/8716",3.07388468388116e-05,0.00175741407099137,0.00144377741594999,"703000/693917/705101/695776/699869",5
"126","MPP.2","BP","GO:0002694","regulation of leukocyte activation","10/90","199/8716",3.58797793820123e-05,0.00198295580717921,0.0016290678779061,"705298/703000/713737/693917/705101/695776/699869/702011/705056/717704",10
"127","MPP.2","BP","GO:0002757","immune response-activating signaling pathway","9/90","161/8716",3.93503569830922e-05,0.00210460941541829,0.00172901059205845,"693676/703000/705101/702011/717704/697383/574360/613025/697069",9
"128","MPP.2","BP","GO:0002764","immune response-regulating signaling pathway","9/90","165/8716",4.77185875604423e-05,0.00247241931797542,0.00203117935207935,"693676/703000/705101/702011/717704/697383/574360/613025/697069",9
"129","MPP.2","BP","GO:0048646","anatomical structure formation involved in morphogenesis","15/90","451/8716",5.14455816969826e-05,0.0025847507410181,0.00212346356350544,"704787/693527/707338/716811/702981/708633/693917/695776/697755/707926/717026/714274/697069/714290/719320",15
"130","MPP.2","BP","GO:0042113","B cell activation","7/90","96/8716",5.59482035784373e-05,0.0027282976921485,0.00224139242818879,"693676/703000/693917/705101/695776/699869/702011",7
"131","MPP.2","BP","GO:0050865","regulation of cell activation","10/90","211/8716",5.90182552792974e-05,0.00275406744566484,0.00226256318626773,"705298/703000/713737/693917/705101/695776/699869/702011/705056/717704",10
"132","MPP.2","BP","GO:0002429","immune response-activating cell surface receptor signaling pathway","7/90","97/8716",5.97988106416974e-05,0.00275406744566484,0.00226256318626773,"693676/703000/705101/702011/717704/697383/697069",7
"133","MPP.2","BP","GO:0050851","antigen receptor-mediated signaling pathway","6/90","70/8716",7.90537795694299e-05,0.00354246396016527,0.00291025862767688,"693676/703000/705101/702011/717704/697069",6
"134","MPP.2","BP","GO:0002768","immune response-regulating cell surface receptor signaling pathway","7/90","102/8716",8.24519003174364e-05,0.00359750659806078,0.0029554780889408,"693676/703000/705101/702011/717704/697383/697069",7
"135","MPP.2","BP","GO:0002253","activation of immune response","9/90","188/8716",0.000130815140306678,0.00556132058021723,0.00456882028493498,"693676/703000/705101/702011/717704/697383/574360/613025/697069",9
"136","MPP.2","BP","GO:0002521","leukocyte differentiation","10/90","233/8716",0.000134955186632294,0.00559389248590857,0.00459557925005758,"705298/703000/713737/713934/693917/695776/699869/695220/705056/717704",10
"137","MPP.2","BP","GO:0051241","negative regulation of multicellular organismal process","13/90","384/8716",0.000144247553122619,0.00583323031895859,0.00479220369038945,"705298/707338/703000/713737/716811/708633/705101/695776/695220/702011/705056/707926/710643",13
"138","MPP.2","BP","GO:0032101","regulation of response to external stimulus","13/90","390/8716",0.000168306106650803,0.00664408392445314,0.0054583484212065,"704787/703000/713737/716811/711776/702981/708633/695220/705056/707926/697383/574360/613025",13
"139","MPP.2","BP","GO:0050870","positive regulation of T cell activation","6/90","82/8716",0.000191220589350592,0.00736327919223093,0.00604919260665788,"705298/693917/695776/699869/705056/717704",6
"140","MPP.2","BP","GO:0042063","gliogenesis","7/90","117/8716",0.00019540668543918,0.00736327919223093,0.00604919260665788,"707338/705101/695776/705056/697420/714274/100425740",7
"141","MPP.2","BP","GO:0022603","regulation of anatomical structure morphogenesis","11/90","296/8716",0.000219394626239097,0.00808347311787605,0.00664085722464073,"717204/707338/716811/708633/693917/709841/707926/695385/714274/613025/697069",11
"142","MPP.2","BP","GO:0032102","negative regulation of response to external stimulus","8/90","161/8716",0.000244406576744967,0.00880926313572075,0.00723711922901571,"704787/716811/702981/708633/695220/705056/707926/697383",8
"143","MPP.2","BP","GO:0035335","peptidyl-tyrosine dephosphorylation","3/90","15/8716",0.000442832106281726,0.0155815328205874,0.0128007767569298,"708907/702981/705056",3
"144","MPP.2","BP","GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","6/90","96/8716",0.000451093833165377,0.0155815328205874,0.0128007767569298,"705298/703000/693917/695776/699869/710241",6
"145","MPP.2","BP","GO:0042325","regulation of phosphorylation","13/90","434/8716",0.000476045426635375,0.0159834043397161,0.0131309283319107,"717204/708907/702981/574293/697755/702011/705056/714274/716694/719320/711877/710643/100425740",13
"146","MPP.2","BP","GO:0030902","hindbrain development","5/90","64/8716",0.000495376618502606,0.0159834043397161,0.0131309283319107,"704787/707338/695776/714274/708779",5
"147","MPP.2","BP","GO:0045580","regulation of T cell differentiation","5/90","64/8716",0.000495376618502606,0.0159834043397161,0.0131309283319107,"705298/713737/695776/699869/705056",5
"148","MPP.2","BP","GO:0035239","tube morphogenesis","11/90","326/8716",0.000501288917771553,0.0159834043397161,0.0131309283319107,"711465/705298/707338/716811/695776/697755/707926/717026/613025/697069/719320",11
"149","MPP.2","BP","GO:0035265","organ growth","5/90","65/8716",0.000532332944926708,0.01665298156016,0.0136810095478681,"705298/707338/708907/717026/613025",5
"150","MPP.2","BP","GO:0001909","leukocyte mediated cytotoxicity","4/90","38/8716",0.000600080816777203,0.0184247035966038,0.0151365414602281,"713737/699869/710241/100425740",4
"151","MPP.2","BP","GO:0051250","negative regulation of lymphocyte activation","5/90","67/8716",0.000612426258607465,0.0184618679412941,0.0151670732753696,"705298/703000/713737/705101/702011",5
"152","MPP.2","BP","GO:0060325","face morphogenesis","3/90","17/8716",0.000651991063996847,0.0187752621410813,0.0154245376233631,"707338/694328/695776",3
"153","MPP.2","BP","GO:0043409","negative regulation of MAPK cascade","5/90","68/8716",0.000655706791038771,0.0187752621410813,0.0154245376233631,"708907/702981/702011/705056/714290",5
"154","MPP.2","BP","GO:0007162","negative regulation of cell adhesion","6/90","103/8716",0.000656794453668707,0.0187752621410813,0.0154245376233631,"705298/713737/716811/702981/705101/702011",6
"155","MPP.2","BP","GO:0044092","negative regulation of molecular function","11/90","338/8716",0.000678351227726757,0.0190628192469655,0.0156607758907837,"717204/707338/718902/702981/695776/702011/705056/699130/716694/613025/711877",11
"156","MPP.2","BP","GO:0051251","positive regulation of lymphocyte activation","6/90","105/8716",0.000727185268037423,0.0200945529067674,0.0165083813480776,"705298/693917/695776/699869/705056/717704",6
"157","MPP.2","BP","GO:0035295","tube development","12/90","399/8716",0.000771297459006159,0.0209641178202002,0.017222759481518,"711465/705298/707338/716811/708633/695776/697755/707926/717026/613025/697069/719320",12
"158","MPP.2","BP","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","9/90","242/8716",0.000842060090537166,0.022200626827679,0.0182385950828624,"707338/716811/694328/697755/717704/714274/697069/719320/710643",9
"159","MPP.2","BP","GO:0048638","regulation of developmental growth","6/90","108/8716",0.00084357025943533,0.022200626827679,0.0182385950828624,"705298/707338/708907/708633/705056/717026",6
"160","MPP.2","BP","GO:0030097","hemopoiesis","11/90","352/8716",0.000948179521324468,0.024563775724312,0.020180004943978,"705298/703000/713737/713934/693917/695776/699869/695220/705056/717704/697383",11
