"","Cluster","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"13","Early2nd_FL","CC","GO:0005740","mitochondrial envelope","51/631","349/9500",6.2113524999571e-08,6.3029659471516e-06,5.77080763801709e-06,"693502/702893/641333/574260/698237/698024/693780/697843/699950/100423260/698144/106997570/710845/711369/694635/693431/697950/711249/711014/100428450/698458/721259/714895/712784/100426173/715675/722400/719935/713297/713040/700629/707881/716461/706322/708065/709772/704770/696532/693782/702885/695399/699083/700814/707060/699580/705559/714494/699042/697136/721783/693805",51
"14","Early2nd_FL","CC","GO:0019866","organelle inner membrane","38/631","224/9500",6.56558952828292e-08,6.3029659471516e-06,5.77080763801709e-06,"693502/702893/641333/574260/698024/693780/697843/699950/698144/106997570/710845/711369/694635/693431/697950/711249/711014/100428450/698458/721259/714895/100426173/722400/719935/713297/713040/703575/708065/709772/700469/696532/693782/702885/695399/707060/699580/714494/693805",38
"15","Early2nd_FL","CC","GO:0031966","mitochondrial membrane","47/631","316/9500",1.21877367950727e-07,9.36018185861584e-06,8.56990334643007e-06,"693502/702893/641333/574260/698237/698024/693780/697843/699950/100423260/698144/106997570/710845/711369/694635/693431/697950/711249/711014/100428450/698458/721259/714895/712784/100426173/715675/722400/719935/713297/713040/700629/716461/708065/709772/696532/693782/702885/695399/699083/707060/699580/705559/714494/699042/697136/721783/693805",47
"16","Early2nd_FL","CC","GO:0045259","proton-transporting ATP synthase complex","7/631","18/9500",9.19790250994554e-05,0.00588665760636514,0.00538964813740668,"702893/574260/699950/698144/106997570/697950/100428450",7
"17","Early2nd_FL","CC","GO:0005753","mitochondrial proton-transporting ATP synthase complex","6/631","16/9500",0.000377434361928461,0.0207049707115042,0.0189568536667829,"702893/574260/699950/698144/697950/100428450",6
"18","Early2nd_FL","CC","GO:0070062","extracellular exosome","8/631","30/9500",0.000572771506717038,0.0274930323224178,0.0251718004267751,"713687/718166/712784/705215/613269/712262/704892/710921",8
"19","Early2nd_FL","CC","GO:0005911","cell-cell junction","24/631","182/9500",0.000944666649971957,0.0365101710693973,0.0334276237313013,"574172/713687/712601/100430727/702998/715650/715413/693297/699586/699524/720550/699854/717376/694694/699899/710072/702459/697069/707372/714647/700473/693440/711526/715463",24
"20","Early2nd_FL","CC","GO:0098800","inner mitochondrial membrane protein complex","15/631","92/9500",0.000998955305480979,0.0365101710693973,0.0334276237313013,"702893/641333/574260/699950/698144/710845/694635/693431/697950/100428450/714895/722400/713040/709772/699580",15
"21","Early2nd_FL","CC","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","5/631","13/9500",0.00104586427542544,0.0365101710693973,0.0334276237313013,"702893/699950/698144/106997570/697950",5
"22","Early2nd_FL","CC","GO:1903561","extracellular vesicle","8/631","34/9500",0.00140337221421751,0.0449079108549603,0.0411163438200569,"713687/718166/712784/705215/613269/712262/704892/710921",8
"23","Early2nd_FL","CC","GO:0043230","extracellular organelle","8/631","35/9500",0.00171522970756166,0.046443530369502,0.0425223112483928,"713687/718166/712784/705215/613269/712262/704892/710921",8
"24","Early2nd_FL","CC","GO:0065010","extracellular membrane-bounded organelle","8/631","35/9500",0.00171522970756166,0.046443530369502,0.0425223112483928,"713687/718166/712784/705215/613269/712262/704892/710921",8
"25","Early2nd_FL","CC","GO:0000228","nuclear chromosome","15/631","98/9500",0.00192575624211028,0.046443530369502,0.0425223112483928,"710888/708320/714686/710562/699190/710766/693426/707651/717548/718006/713271/710253/720265/707142/708845",15
"26","Early2nd_FL","CC","GO:0098798","mitochondrial protein-containing complex","22/631","170/9500",0.00193514709872925,0.046443530369502,0.0425223112483928,"702893/641333/574260/699950/100423260/698144/710845/694635/693431/697950/100428450/712367/714895/722400/713297/713040/716461/699469/709772/695196/702885/699580",22
"27","Early2nd_FL","MF","GO:0008235","metalloexopeptidase activity","9/578","30/8759",9.09069140788064e-05,0.029349414682194,0.0270529334174472,"716790/699725/715081/701327/695080/695120/718315/708881/712429",9
"28","Early2nd_FL","MF","GO:0050839","cell adhesion molecule binding","17/578","93/8759",0.000104260798160547,0.029349414682194,0.0270529334174472,"613269/700811/698204/693297/712262/700141/704930/698293/695078/714520/710072/701160/713606/708881/693440/711526/712036",17
"29","Late2nd_FL","CC","GO:0009986","cell surface","27/411","282/9500",8.68952788873795e-05,0.0260685836662138,0.024879490376176,"677680/714399/700677/717347/100428701/700475/697438/714610/707714/701419/717074/574213/714038/698315/715949/698341/698487/677855/716003/712577/698888/717228/574216/696200/698363/704351/701357",27
"30","Late2nd_FL","CC","GO:0045178","basal part of cell","13/411","95/9500",0.00021179069110482,0.0317686036657231,0.0303195094634269,"677680/708901/711407/703544/704326/694677/709353/713511/717209/702721/717411/697815/705434",13
"31","Late2nd_FL","CC","GO:0009925","basal plasma membrane","12/411","90/9500",0.000469835361403591,0.0464339423881443,0.0443159029107903,"677680/708901/711407/703544/704326/694677/713511/717209/702721/717411/697815/705434",12
"32","Late2nd_FL","CC","GO:0030425","dendrite","17/411","164/9500",0.000722169592562105,0.0464339423881443,0.0443159029107903,"100430906/705591/694583/718418/708901/711231/707482/714038/696942/698315/693944/717136/706588/713913/696359/703520/574359",17
"33","Late2nd_FL","CC","GO:0097447","dendritic tree","17/411","165/9500",0.000773899039802405,0.0464339423881443,0.0443159029107903,"100430906/705591/694583/718418/708901/711231/707482/714038/696942/698315/693944/717136/706588/713913/696359/703520/574359",17
"34","Early3rd_FL","BP","GO:0046488","phosphatidylinositol metabolic process","25/1153","78/8716",1.30490494961939e-05,0.0170684887048657,0.0166790876730646,"613032/718387/716098/696601/715214/698185/705576/704859/714998/699219/703131/710552/709959/711353/715772/717088/699914/714088/695366/693542/696475/718012/716847/699371/712514",25
"35","Early3rd_FL","BP","GO:0051056","regulation of small GTPase mediated signal transduction","27/1153","88/8716",1.47094752233438e-05,0.0170684887048657,0.0166790876730646,"700311/699614/704407/698268/716098/704359/100426614/712803/698185/694485/708885/707818/697231/707800/718727/705742/703141/715074/710787/712096/707701/702288/701584/712115/713798/696330/714579",27
"36","Early3rd_FL","BP","GO:0043087","regulation of GTPase activity","34/1153","124/8716",1.83513406754858e-05,0.0170684887048657,0.0166790876730646,"698576/700311/699614/706303/703879/697643/705311/694085/708778/710690/695530/704359/694915/694485/695936/712911/718958/707818/697231/703141/715074/719357/695724/100429627/710007/100423838/701988/707701/702288/712754/699774/712449/711901/721180",34
"37","Early3rd_FL","BP","GO:0008654","phospholipid biosynthetic process","32/1153","115/8716",2.3245360426157e-05,0.0170684887048657,0.0166790876730646,"613032/695947/699967/706050/707625/716098/696601/707177/698185/714639/705576/714998/699219/716635/703131/699947/710552/709959/693640/715772/717088/717761/704729/714088/695366/693542/702553/710019/704361/718012/699371/712514",32
"38","Early3rd_FL","BP","GO:0046486","glycerolipid metabolic process","44/1153","179/8716",2.43696297899282e-05,0.0170684887048657,0.0166790876730646,"613032/699967/718387/706972/706050/700991/716098/707531/712887/696601/699258/707177/715214/698185/712044/714639/705576/704859/714998/699219/716635/703131/699947/710552/709959/711353/693640/718513/715772/706078/717088/693654/699914/704729/714088/695366/693542/711332/714604/696475/718012/716847/699371/712514",44
"39","Early3rd_FL","BP","GO:0018193","peptidyl-amino acid modification","85/1153","422/8716",3.16807179780353e-05,0.0183656646617119,0.017946669817315,"613032/718156/714533/708227/711220/698268/703879/693786/707295/703088/717172/699004/712848/100423589/714317/709728/715305/703116/706357/707064/694915/706131/696626/100425255/711173/712653/574317/712044/706004/717703/708088/706258/714717/714998/696362/718412/701373/703402/699884/699072/701803/712357/704683/709959/711353/693770/714371/106992736/709075/717037/701401/711166/710839/720105/701453/719039/719479/711600/717342/712249/702159/708444/712829/714945/716937/694005/697935/701584/701901/693690/707723/693542/574296/714893/712233/713583/715949/712634/700610/704310/711568/707927/705890/696200/701789",85
"40","Early3rd_FL","BP","GO:0070647","protein modification by small protein conjugation or removal","96/1153","492/8716",3.67103519794355e-05,0.0183656646617119,0.017946669817315,"711717/699367/714533/100428142/700136/698268/703879/696734/695571/708990/711339/716793/705774/699004/705109/693961/717178/699114/700282/710524/705228/715305/703010/709238/707064/696008/710934/710560/694340/710600/707650/719956/721611/706004/708088/696991/699550/714998/717131/106992260/701373/713123/708624/722846/707163/694006/716505/703582/693770/704454/715610/710776/704203/714434/709869/703108/712441/715772/717177/707640/701453/710300/699009/699169/715423/699456/700704/710227/718284/718792/703273/716815/707324/716857/702246/717321/699202/699089/100430285/698991/708357/713996/693955/714893/712720/703312/699091/696330/708356/705991/705464/693737/712634/707512/704577/705890",96
"41","Early3rd_FL","CC","GO:1990234","transferase complex","89/1183","457/9500",7.72026389962939e-06,0.00328111215734249,0.00314499171490166,"699367/694499/708227/707625/698268/716098/708990/703088/696744/717172/696601/699763/709728/710524/716390/709238/100430132/706357/695330/707064/703905/703477/100425255/697826/711173/712921/693683/706535/706004/717703/706258/696991/708813/714998/698206/717131/699072/710552/722027/694006/704683/709959/702290/715526/702711/694376/693770/698061/704203/714434/717056/715772/711166/698686/700737/706249/712256/710168/701668/716541/703273/713338/721916/709217/704529/717321/699202/699089/694005/697935/698991/703442/697901/701901/693690/708357/713996/706903/693955/718012/714585/703789/696330/713583/705991/712514/712634/704577/698870",89
"42","Early3rd_FL","CC","GO:0044232","organelle membrane contact site","10/1183","21/9500",8.30185515641527e-05,0.0176414422073824,0.0169095681343827,"704908/704794/716304/702576/712225/714699/708497/709084/718012/703424",10
"43","Early3rd_FL","MF","GO:0016773","phosphotransferase activity, alcohol group as acceptor","117/1139","431/8759",6.05534208255663e-16,3.91175098533158e-13,3.64595333812884e-13,"714533/699967/695414/710464/708227/711220/714952/100428846/716098/707455/693786/694184/706573/100424131/707295/693505/703088/707531/698274/708528/702504/100423589/711844/709728/707177/695284/709733/719169/698292/694315/704356/697826/693554/698185/701702/694725/717134/707425/696825/717703/716528/714717/696362/705907/711382/697772/722559/696131/718412/693566/707428/705980/693812/713952/713062/714510/717866/710552/710708/721582/704683/709959/711353/715803/720145/716899/705357/106992736/710061/710316/710115/100427204/716258/717037/701057/714233/705246/699798/720105/677693/693918/700538/707856/719039/696898/701067/719479/709854/714866/710007/717844/710329/712249/708444/712829/716595/716937/695234/697935/695366/715180/703442/693542/705975/710479/703059/714604/718012/705937/664732/716875/700568/704071/713668/715949/701969/695750",117
"44","Early3rd_FL","MF","GO:0004672","protein kinase activity","95/1139","360/8759",2.51607893727868e-12,8.12693496741015e-10,7.57472185328109e-10,"714533/695414/710464/708227/711220/714952/100428846/716098/707455/693786/694184/706573/100424131/707295/693505/703088/698274/708528/702504/100423589/711844/709728/695284/709733/719169/698292/694315/704356/697826/693554/701702/694725/707425/696825/717703/716528/714717/696362/705907/711382/697772/722559/696131/718412/693566/707428/705980/693812/713952/714510/717866/710708/721582/704683/711353/715803/720145/716899/705357/106992736/710061/710316/716258/717037/701057/714233/699798/720105/677693/707856/719039/696898/701067/719479/717844/712249/708444/712829/716595/716937/695234/697935/715180/703442/693542/705975/703059/718012/664732/716875/700568/704071/713668/715949/695750",95
"45","Early3rd_FL","MF","GO:0004674","protein serine/threonine kinase activity","67/1139","239/8759",3.06900252734143e-10,6.60858544220854e-08,6.15954191452384e-08,"714533/710464/714952/100428846/693786/100424131/693505/703088/698274/702504/100423589/711844/709728/709733/719169/698292/694315/704356/697826/693554/701702/694725/707425/696825/717703/714717/696362/705907/711382/722559/696131/718412/705980/713952/714510/717866/710708/721582/704683/715803/720145/716899/106992736/710061/716258/699798/720105/677693/719039/696898/719479/712249/708444/716595/716937/695234/697935/703442/693542/705975/703059/718012/664732/716875/700568/704071/713668",67
"46","Early3rd_FL","MF","GO:0030695","GTPase regulator activity","58/1139","211/8759",1.08332011994573e-08,1.74956199371235e-06,1.63068186476041e-06,"711698/700311/699614/718387/709675/706303/694499/693652/704407/721824/704717/705311/100428720/706782/694085/710690/695530/698148/704359/100426614/705818/694485/695936/712911/718958/706752/706541/707818/697231/719016/718727/712896/705742/701164/100429172/703141/715074/706084/710787/719357/695724/702775/100429627/707616/706428/705680/712096/701988/702288/707945/703061/712754/699774/712449/712115/711901/721180/714579",58
"47","Early3rd_FL","MF","GO:0060589","nucleoside-triphosphatase regulator activity","58/1139","213/8759",1.57592743416727e-08,2.03609824494411e-06,1.89774840493406e-06,"711698/700311/699614/718387/709675/706303/694499/693652/704407/721824/704717/705311/100428720/706782/694085/710690/695530/698148/704359/100426614/705818/694485/695936/712911/718958/706752/706541/707818/697231/719016/718727/712896/705742/701164/100429172/703141/715074/706084/710787/719357/695724/702775/100429627/707616/706428/705680/712096/701988/702288/707945/703061/712754/699774/712449/712115/711901/721180/714579",58
"48","Early3rd_FL","MF","GO:0016874","ligase activity","45/1139","177/8759",4.9491911233435e-06,0.00053286291094665,0.000496655670623242,"710945/697454/700136/706050/704908/695571/705222/711339/714218/699114/703116/709238/699844/707064/696008/710934/719956/717021/714224/699240/704454/715610/708258/703108/712441/701211/717177/701401/707640/696238/694733/705340/700326/700704/713103/718284/716330/704926/708030/707324/701819/714871/708356/694871/705464",45
"49","Early3rd_FL","MF","GO:0005096","GTPase activator activity","31/1139","105/8759",5.92295002538832e-06,0.000546603673771551,0.000509462769101071,"700311/699614/718387/694499/693652/721824/705311/694085/694485/712911/718958/707818/697231/712896/705742/703141/715074/706084/710787/719357/695724/702775/100429627/706428/705680/712096/701988/712754/699774/711901/721180",31
"50","Early3rd_FL","MF","GO:0005085","guanyl-nucleotide exchange factor activity","30/1139","102/8759",9.07263063671934e-06,0.000732614923915087,0.000682834832132035,"711698/709675/706303/704407/704717/100428720/706782/710690/695530/698148/704359/100426614/705818/695936/706752/706541/719016/718727/701164/100429172/702775/707616/712096/702288/707945/703061/712449/712115/721180/714579",30
"51","Early3rd_FL","MF","GO:0051020","GTPase binding","31/1139","114/8759",3.61689905614477e-05,0.00259612976696614,0.00241972662001732,"695170/694499/574273/693505/693514/716794/700889/696008/708885/703548/703399/695936/700664/707210/694610/717710/714434/700421/695724/702775/100429627/701458/100423838/708444/707945/706296/699091/696330/699042/710171/697568",31
"52","Early3rd_FL","MF","GO:0031267","small GTPase binding","28/1139","101/8759",5.85828028150394e-05,0.00378444906185154,0.00352730139054764,"695170/694499/574273/693505/693514/700889/696008/708885/703548/695936/700664/707210/694610/717710/700421/695724/702775/100429627/701458/100423838/708444/707945/706296/699091/696330/699042/710171/697568",28
"53","Early3rd_FL","MF","GO:0046332","SMAD binding","13/1139","33/8759",0.000130840665744748,0.00768391546100975,0.00716180486181779,"697581/699626/716793/711355/703088/106992260/701803/693359/696898/702987/697935/718330/712935",13
"54","Early3rd_FL","MF","GO:0052742","phosphatidylinositol kinase activity","8/1139","15/8759",0.000220123767520207,0.0118499961515045,0.0110448065808385,"716098/710552/709959/710115/693918/700538/710007/695366",8
"55","Early3rd_FL","MF","GO:0106310","protein serine kinase activity","13/1139","35/8759",0.000262291856000788,0.0130338876135776,0.0121482543831944,"716098/711844/696825/717703/718412/713952/716899/719479/695234/703059/664732/716875/704071",13
"56","Early3rd_FL","MF","GO:0016757","glycosyltransferase activity","37/1139","165/8759",0.000528954925566072,0.0244074915654059,0.0227490389040446,"718187/696323/698268/709108/717403/699004/722884/693538/711660/699096/706068/696842/715572/698004/708930/700462/697892/712357/699834/713891/714371/717056/100498659/703703/696924/702400/702159/706590/694868/100430612/705777/706853/708484/705107/712514/100424583/712579",37
"57","Early3rd_FL","MF","GO:0016746","acyltransferase activity","75/1139","404/8759",0.000728439024976774,0.0313714406756664,0.029239798055208,"100428142/700136/707625/703879/695571/708990/711339/713301/705109/693961/699114/700282/710524/715305/709238/707064/711835/696008/710560/710600/719956/717021/706004/706258/714639/705248/704859/699550/708802/698206/716635/704953/699072/708011/710144/707163/703783/704454/715610/710776/712243/703108/712441/710363/717177/706078/707640/717088/709764/711600/699169/705340/699456/700704/710227/718284/703273/707324/694005/702589/693690/702553/712720/703312/699091/716847/712233/708356/697243/695447/705464/712634/700610/705890/698870",75
"58","Early3rd_FL","MF","GO:0016755","aminoacyltransferase activity","51/1139","253/8759",0.000794127017106317,0.0320628783156676,0.0298842535384746,"100428142/700136/703879/695571/708990/711339/705109/693961/699114/700282/710524/715305/709238/707064/711835/696008/710560/710600/719956/717021/705248/699550/708802/698206/708011/707163/703783/704454/715610/710776/703108/712441/717177/707640/699169/705340/699456/700704/710227/718284/703273/707324/712720/703312/699091/712233/708356/697243/705464/712634/705890",51
"59","Early3rd_FL","MF","GO:0019783","ubiquitin-like protein peptidase activity","20/1139","76/8759",0.0013171977288844,0.0481735831505263,0.0449002600001647,"716793/705774/717178/705228/694340/721611/708088/718013/106992260/708624/716505/703582/701453/699009/718792/706590/716815/716857/698991/707512",20
"60","Early3rd_FL","MF","GO:0061659","ubiquitin-like protein ligase activity","38/1139","179/8759",0.00134229798252241,0.0481735831505263,0.0449002600001647,"100428142/700136/703879/695571/708990/711339/705109/693961/699114/700282/710524/715305/709238/707064/696008/710560/719956/699550/708802/698206/704454/715610/710776/703108/717177/707640/699169/700704/710227/718284/703273/707324/712720/703312/699091/697243/705464/705890",38
"61","Late2nd_BM","BP","GO:0032963","collagen metabolic process","6/153","33/8716",1.98552916630999e-05,0.0359976437852002,0.0353424191603179,"705289/717983/699067/698478/703980/703239",6
"62","Early3rd_BM","BP","GO:0051301","cell division","30/545","210/8716",1.65026365882113e-05,0.0497059414036926,0.0487435771226537,"574209/694626/714533/698576/704701/701488/707259/707540/702317/700707/722088/705180/714043/711153/574316/703064/704734/697312/711862/696232/716533/700712/697686/719808/699174/711887/715235/695574/714731/698231",30
"63","Adult_BM","BP","GO:0000165","MAPK cascade","38/517","296/8716",4.76099160658658e-06,0.00427257313731179,0.00374303521027654,"707158/702981/574296/697017/718387/704310/722000/712799/716452/710832/709723/100430739/717204/714950/697134/711355/711879/694037/707749/694750/702103/710441/707540/716595/710643/717994/708907/695567/701589/710796/710324/699955/693961/695652/613032/717751/711115/705056",38
"64","Adult_BM","BP","GO:0007249","canonical NF-kappaB signal transduction","21/517","118/8716",4.92680479059535e-06,0.00427257313731179,0.00374303521027654,"613025/574296/697017/716937/715615/703281/574252/699598/707336/698160/711879/704130/707749/700942/695796/705774/695567/710324/699955/693961/714728",21
"65","Adult_BM","BP","GO:0043122","regulation of canonical NF-kappaB signal transduction","19/517","100/8716",5.15548930268756e-06,0.00427257313731179,0.00374303521027654,"613025/574296/697017/716937/715615/703281/574252/707336/698160/711879/704130/707749/700942/695796/705774/695567/699955/693961/714728",19
"66","Adult_BM","BP","GO:0010628","positive regulation of gene expression","50/517","440/8716",5.51299759653134e-06,0.00427257313731179,0.00374303521027654,"574293/699119/695091/574296/697017/718387/712428/574365/722000/710591/715615/710832/613028/707336/699309/721324/706873/711355/711879/706255/100427119/715132/695886/702502/699626/707749/700732/574378/716098/700632/702103/714731/700942/714344/695757/710643/695537/717994/701278/695567/697204/700068/710796/699955/693961/714728/717751/711115/696778/700692",50
"67","Adult_BM","BP","GO:0071363","cellular response to growth factor stimulus","34/517","256/8716",7.25830442166538e-06,0.00450014874143253,0.00394240534903088,"702077/695091/697826/716937/722000/715615/700690/708839/716452/694022/613028/100430739/703088/721324/717204/706873/711355/697755/718616/694750/716098/702103/714731/710441/706198/707540/710643/707191/700068/714451/713924/715710/717751/700692",34
"68","Adult_BM","BP","GO:0070848","response to growth factor","34/517","260/8716",1.01959404197405e-05,0.00526790255019928,0.00461500461104046,"702077/695091/697826/716937/722000/715615/700690/708839/716452/694022/613028/100430739/703088/721324/717204/706873/711355/697755/718616/694750/716098/702103/714731/710441/706198/707540/710643/707191/700068/714451/713924/715710/717751/700692",34
"69","Adult_BM","BP","GO:0043085","positive regulation of catalytic activity","44/517","380/8716",1.28921691054602e-05,0.00570938917527525,0.00500177387850938,"719320/697826/697077/697017/716937/704310/693359/710591/717342/706549/710956/702396/703088/711355/707996/697231/702502/700311/707749/716098/714740/716990/700942/699004/718350/707540/707876/715322/714220/710643/708980/698576/701278/695567/719199/710796/699955/694485/710262/698697/613032/717751/711115/717165",44
"70","Adult_BM","BP","GO:0001667","ameboidal-type cell migration","25/517","172/8716",2.60382562661235e-05,0.00827685805977441,0.00725103354642376,"719320/697826/697017/716937/715615/713885/708839/716452/700414/715264/100430739/703088/697755/707996/707749/716098/716990/702775/715952/707540/714344/700068/713924/714717/705056",25
"71","Adult_BM","BP","GO:0001932","regulation of protein phosphorylation","43/517","381/8716",3.03988276323679e-05,0.00827685805977441,0.00725103354642376,"702981/695091/574296/697017/716937/706919/704310/710591/715615/711877/716452/702396/100430739/703088/100424484/721324/717204/697755/704130/702502/100428720/707749/704449/702103/710441/705680/707540/695757/710643/717994/708907/695567/719199/710796/694915/699955/698766/710262/697986/707234/613032/717751/705056",43
"72","Adult_BM","BP","GO:0050731","positive regulation of peptidyl-tyrosine phosphorylation","13/517","59/8716",3.14468781295732e-05,0.00827685805977441,0.00725103354642376,"695091/574296/697017/702396/717204/697755/702502/707749/717994/695567/694915/697986/613032",13
"73","Adult_BM","BP","GO:0070371","ERK1 and ERK2 cascade","19/517","113/8716",3.1917159370355e-05,0.00827685805977441,0.00725103354642376,"574296/697017/704310/712799/716452/710832/709723/100430739/717204/697134/694037/694750/702103/710643/708907/695567/699955/613032/705056",19
"74","Adult_BM","BP","GO:0043408","regulation of MAPK cascade","33/517","264/8716",3.51668401678653e-05,0.00827685805977441,0.00725103354642376,"707158/702981/574296/697017/718387/704310/712799/716452/710832/100430739/717204/714950/697134/711879/694037/707749/694750/702103/710441/707540/716595/710643/717994/708907/695567/701589/710796/699955/693961/695652/613032/717751/705056",33
"75","Adult_BM","BP","GO:0001934","positive regulation of protein phosphorylation","30/517","230/8716",3.56570041813714e-05,0.00827685805977441,0.00725103354642376,"695091/574296/697017/716937/706919/704310/710591/702396/703088/721324/717204/697755/702502/100428720/707749/702103/710441/707540/710643/717994/695567/719199/710796/694915/699955/710262/697986/707234/613032/717751",30
"76","Adult_BM","BP","GO:0022612","gland morphogenesis","12/517","52/8716",3.88197272819369e-05,0.00827685805977441,0.00725103354642376,"613025/710591/699632/702396/710188/703088/704130/706198/707937/707540/710324/703997",12
"77","Adult_BM","BP","GO:0090132","epithelium migration","19/517","115/8716",4.10613809732486e-05,0.00827685805977441,0.00725103354642376,"719320/697017/716937/715615/716452/706549/715264/100430739/703088/697755/707996/707749/716098/702775/715952/707540/700068/714717/705056",19
"78","Adult_BM","BP","GO:0035239","tube morphogenesis","38/517","326/8716",4.40200865474081e-05,0.00827685805977441,0.00725103354642376,"613025/719320/697017/716937/710591/715615/694625/716452/706549/714608/697685/702396/709723/613028/698954/100430739/703088/721324/711465/711355/697755/100427119/707749/716098/716990/702103/714731/710441/706198/697884/702775/715952/707540/710796/694416/694450/714717/703997",38
"79","Adult_BM","BP","GO:0001817","regulation of cytokine production","34/517","279/8716",4.53892216181177e-05,0.00827685805977441,0.00725103354642376,"712299/574296/697017/718387/712428/722000/713737/715615/699309/711355/706255/704130/716003/695886/702502/711743/707749/574378/714731/700942/710441/707540/705774/717994/719350/701278/695567/697204/710796/710324/708769/693961/714728/696778",34
"80","Adult_BM","BP","GO:0070372","regulation of ERK1 and ERK2 cascade","18/517","107/8716",5.09786743294656e-05,0.00833670424790911,0.00730346246506129,"574296/697017/704310/712799/716452/710832/100430739/717204/697134/694037/694750/702103/710643/708907/695567/699955/613032/705056",18
"81","Adult_BM","BP","GO:0001816","cytokine production","34/517","281/8716",5.25407659861425e-05,0.00833670424790911,0.00730346246506129,"712299/574296/697017/718387/712428/722000/713737/715615/699309/711355/706255/704130/716003/695886/702502/711743/707749/574378/714731/700942/710441/707540/705774/717994/719350/701278/695567/697204/710796/710324/708769/693961/714728/696778",34
"82","Adult_BM","BP","GO:0050673","epithelial cell proliferation","26/517","191/8716",5.70656319061656e-05,0.00833670424790911,0.00730346246506129,"695091/700585/613025/716937/712428/722000/693532/710591/716452/702396/710188/721324/711465/711355/704130/702502/704449/707540/719199/699955/694450/714717/703997/717751/705056/705146",26
"83","Adult_BM","BP","GO:0040011","locomotion","49/517","467/8716",5.77787401518809e-05,0.00833670424790911,0.00730346246506129,"711776/707158/702981/697826/697017/716937/718387/704310/693532/715615/713885/716452/574097/710188/613028/100430739/703088/699309/721324/698160/697755/707996/654420/710036/696556/708778/702990/707749/716098/714740/700632/702103/710441/702775/715952/707540/707876/574231/714344/710643/695537/707329/700068/699955/705901/694450/714717/708425/705056",49
"84","Adult_BM","BP","GO:0090130","tissue migration","19/517","118/8716",5.91637075658066e-05,0.00833670424790911,0.00730346246506129,"719320/697017/716937/715615/716452/706549/715264/100430739/703088/697755/707996/707749/716098/702775/715952/707540/700068/714717/705056",19
"85","Adult_BM","BP","GO:0007155","cell adhesion","51/517","496/8716",6.89986865790964e-05,0.00913514005976793,0.00800294103708022,"702981/712365/695091/719320/574296/695557/697017/694470/712428/574365/713737/693917/704787/703777/701419/694116/706549/700373/613028/702481/712805/698954/703088/717204/707247/697134/697755/716003/654420/710036/693975/693789/699405/716098/714740/714731/702775/693425/707540/714405/693440/698576/701278/695567/699623/699955/714451/712410/715710/714728/705056",51
"86","Adult_BM","BP","GO:0010562","positive regulation of phosphorus metabolic process","34/517","286/8716",7.51069483653082e-05,0.00913514005976793,0.00800294103708022,"574293/695091/719320/574296/697017/716937/706919/704310/693359/710591/702396/703088/721324/717204/697755/702502/100428720/707749/702103/710441/718350/707540/710643/717994/695567/719199/710796/694915/699955/710262/697986/707234/613032/717751",34
"87","Adult_BM","BP","GO:0045937","positive regulation of phosphate metabolic process","34/517","286/8716",7.51069483653082e-05,0.00913514005976793,0.00800294103708022,"574293/695091/719320/574296/697017/716937/706919/704310/693359/710591/702396/703088/721324/717204/697755/702502/100428720/707749/702103/710441/718350/707540/710643/717994/695567/719199/710796/694915/699955/710262/697986/707234/613032/717751",34
"88","Adult_BM","BP","GO:0010632","regulation of epithelial cell migration","16/517","91/8716",7.66173037270859e-05,0.00913514005976793,0.00800294103708022,"697017/716937/715615/716452/100430739/703088/697755/707996/707749/716098/702775/715952/707540/700068/714717/705056",16
"89","Adult_BM","BP","GO:0006954","inflammatory response","35/517","299/8716",8.09541776156559e-05,0.00929473891142715,0.00814275938590223,"711776/695091/613025/574296/716937/722000/574360/716452/613028/717204/698160/711355/706255/704130/654420/707749/574378/714740/710441/706198/707937/574336/707876/697832/574231/717994/719350/701278/710324/694915/699955/701624/695652/711115/705056",35
"90","Adult_BM","BP","GO:0042327","positive regulation of phosphorylation","32/517","265/8716",9.05300971751084e-05,0.00979911630810858,0.00858462481321567,"574293/695091/719320/574296/697017/716937/706919/704310/710591/702396/703088/721324/717204/697755/702502/100428720/707749/702103/710441/707540/710643/717994/695567/719199/710796/694915/699955/710262/697986/707234/613032/717751",32
"91","Adult_BM","BP","GO:0002237","response to molecule of bacterial origin","17/517","102/8716",9.24998372576502e-05,0.00979911630810858,0.00858462481321567,"695091/574296/712428/722000/613028/699309/706255/704130/716003/714740/707876/695567/710796/710324/711115/696778/705056",17
"92","Adult_BM","BP","GO:1902532","negative regulation of intracellular signal transduction","27/517","208/8716",9.48301578204056e-05,0.00979911630810858,0.00858462481321567,"702981/613025/693359/715615/712799/574097/710832/698954/707336/100430739/717204/697134/703669/704130/100428720/716098/702103/700942/717703/699329/705774/708907/696747/701278/712803/695652/705056",27
"93","Adult_BM","BP","GO:0051336","regulation of hydrolase activity","37/517","329/8716",0.000118256300194782,0.0111521215349722,0.00976994008836275,"697826/716937/693359/710591/717342/710956/705311/717204/613026/711355/707996/697231/100429627/700311/100428720/708778/707749/714740/700850/702103/700942/718350/707540/707876/715322/698576/696747/701278/695567/714789/694915/694485/698697/703997/613032/711115/717165",37
